Wall time,Step,Value
1681715593.3836482,0,12.859386444091797
1681715596.7733388,1,20.062646865844727
1681715600.0629153,2,44.605918884277344
1681715603.3778026,3,50.549072265625
1681715606.743617,4,45.14992141723633
1681715610.1611493,5,36.884700775146484
1681715613.529908,6,35.00065231323242
1681715615.8427489,7,25.197668075561523
1681715617.3413944,8,15.356300354003906
1681715620.64623,9,48.88201904296875
1681715622.7383296,10,23.058530807495117
1681715626.167934,11,60.1856689453125
1681715628.638902,12,40.189205169677734
1681715629.8081222,13,9.637765884399414
1681715631.2517643,14,17.690547943115234
1681715632.060763,15,2.522427558898926
1681715633.4801688,16,25.32248306274414
1681715635.147042,17,36.21584701538086
1681715636.0264428,18,7.6218109130859375
1681715637.0941663,19,16.4865665435791
1681715637.8946726,20,6.98514986038208
1681715638.7879403,21,9.503446578979492
1681715640.0376298,22,25.13279151916504
1681715640.8578115,23,4.554625988006592
1681715641.6708102,24,7.950100421905518
1681715643.2493277,25,46.51340103149414
1681715644.1666863,26,13.664173126220703
1681715645.3823173,27,30.559762954711914
1681715646.7414603,28,38.54896926879883
1681715647.6056685,29,8.820417404174805
1681715648.8039675,30,26.715030670166016
1681715649.8900115,31,25.39381980895996
1681715650.9904044,32,27.35850715637207
1681715652.124661,33,26.257761001586914
1681715653.579384,34,59.715789794921875
1681715654.8812916,35,38.53602981567383
1681715655.7531648,36,15.411952018737793
1681715657.3329399,37,66.17691802978516
1681715658.5202441,38,33.35854721069336
1681715659.470894,39,17.91905403137207
1681715660.4388053,40,21.331340789794922
1681715661.2966669,41,11.408586502075195
1681715662.2879567,42,20.95372772216797
1681715663.0772064,43,11.329123497009277
1681715663.7827418,44,7.630986213684082
1681715664.442079,45,12.509310722351074
1681715665.2722764,46,7.354319095611572
1681715666.3749459,47,36.327857971191406
1681715667.6999414,48,61.55373764038086
1681715670.7675908,49,111.32344055175781
1681715672.8619933,50,51.5730094909668
1681715679.2006497,51,276.56683349609375
1681715680.7178833,52,41.77372360229492
1681715682.0245512,53,21.68646812438965
1681715684.1964257,54,76.22968292236328
1681715685.9069383,55,43.036827087402344
1681715687.3780398,56,32.504798889160156
1681715689.1291459,57,56.00182342529297
1681715690.5588272,58,30.2867488861084
1681715691.9590464,59,41.9654426574707
1681715693.0567012,60,14.58764362335205
1681715694.1260726,61,17.87192726135254
1681715695.2068245,62,18.70562171936035
1681715696.1631534,63,7.713740348815918
1681715697.4363909,64,28.348115921020508
1681715698.2785983,65,5.668013572692871
1681715699.5270665,66,19.38176155090332
1681715700.8112817,67,28.98919105529785
1681715701.8692822,68,23.204662322998047
1681715703.1813734,69,32.57185363769531
1681715704.2940493,70,26.955638885498047
1681715705.5947857,71,28.47608184814453
1681715706.8849394,72,35.886966705322266
1681715708.089732,73,33.11920928955078
1681715709.7444854,74,51.31073760986328
1681715710.9403224,75,29.714174270629883
1681715711.9152198,76,10.366284370422363
1681715712.989457,77,21.446508407592773
1681715714.2244759,78,37.160526275634766
1681715715.4962094,79,35.17445373535156
1681715716.5839021,80,16.638254165649414
1681715717.5650597,81,9.280006408691406
1681715718.7180622,82,25.46473503112793
1681715719.8648357,83,36.237571716308594
1681715720.9694972,84,15.635921478271484
1681715722.298889,85,32.787879943847656
1681715723.4643514,86,24.495758056640625
1681715724.4275792,87,6.725081920623779
1681715725.4813116,88,18.816326141357422
1681715726.4345796,89,18.04177474975586
1681715727.6012769,90,31.826038360595703
1681715728.788382,91,42.40471267700195
1681715729.877582,92,28.471519470214844
1681715731.0434377,93,23.041929244995117
1681715732.0461247,94,19.383649826049805
1681715733.1353438,95,25.156002044677734
1681715734.3663526,96,31.678939819335938
1681715735.5412433,97,24.112625122070312
1681715736.727936,98,36.88558578491211
1681715737.8074641,99,19.517425537109375
1681715741.4323673,100,224.60731506347656
1681715742.6655593,101,29.507831573486328
1681715743.9298956,102,37.10567855834961
1681715745.1725962,103,27.49498748779297
1681715746.3978157,104,41.196109771728516
1681715748.0394988,105,71.37843322753906
1681715749.1894255,106,31.384428024291992
1681715750.1050951,107,14.724139213562012
1681715751.1540642,108,25.493587493896484
1681715752.6861222,109,67.90005493164062
1681715754.1933846,110,62.64876937866211
1681715755.0968924,111,13.607670783996582
1681715756.4151816,112,40.49107360839844
1681715757.2800605,113,29.166521072387695
1681715758.1514792,114,33.641300201416016
1681715759.0470002,115,38.70825958251953
1681715759.971162,116,34.723854064941406
1681715760.9788089,117,51.939125061035156
1681715761.9753172,118,44.58332443237305
1681715762.7561228,119,11.499516487121582
1681715763.7845507,120,45.681697845458984
1681715764.7081466,121,32.96400833129883
1681715766.3501558,122,135.2244873046875
1681715767.3561635,123,48.28368377685547
1681715768.2223346,124,24.164337158203125
1681715769.241569,125,38.001949310302734
1681715770.0620728,126,18.97349739074707
1681715771.1286745,127,57.01933288574219
1681715772.0733979,128,31.096559524536133
1681715773.0001628,129,37.33257293701172
1681715773.9513457,130,45.884925842285156
1681715775.008118,131,56.58685302734375
1681715775.9386876,132,24.59856605529785
1681715776.8239207,133,36.198448181152344
1681715777.9050665,134,49.857391357421875
1681715778.9169056,135,39.05923080444336
1681715779.7341526,136,27.87195587158203
1681715780.9373846,137,66.92264556884766
1681715781.827275,138,27.879676818847656
1681715782.697929,139,21.18735122680664
1681715783.7834518,140,56.7995491027832
1681715784.6576827,141,30.662906646728516
1681715785.36995,142,11.064528465270996
1681715786.2711844,143,38.87737274169922
1681715787.2004435,144,35.12446212768555
1681715788.083091,145,34.277618408203125
1681715789.2162423,146,55.022701263427734
1681715790.3411074,147,36.69692611694336
1681715791.4227953,148,41.70471954345703
1681715792.4299765,149,27.00785255432129
1681715793.7740538,150,41.94550704956055
1681715794.8334093,151,34.54990768432617
1681715795.966723,152,34.345821380615234
1681715797.1054947,153,37.4094352722168
1681715798.3186076,154,31.96173095703125
1681715799.3834167,155,29.52997398376465
1681715800.6755493,156,40.89139175415039
1681715801.6233613,157,13.80803394317627
1681715802.7979128,158,42.60821533203125
1681715804.0943897,159,52.96913528442383
1681715805.597983,160,71.4298095703125
1681715806.4966152,161,12.974452018737793
1681715807.5789268,162,36.99237823486328
1681715808.6532617,163,35.6741828918457
1681715809.5633047,164,16.771133422851562
1681715810.8366938,165,40.0442008972168
1681715812.0221734,166,36.28732681274414
1681715813.1466281,167,30.981245040893555
1681715814.156325,168,26.713390350341797
1681715815.272471,169,34.2781982421875
1681715816.4662724,170,35.621421813964844
1681715817.864253,171,57.035884857177734
1681715818.9030664,172,17.789749145507812
1681715819.9877937,173,27.127206802368164
1681715821.07323,174,30.758237838745117
1681715822.0414093,175,20.61731719970703
1681715823.294464,176,51.9730339050293
1681715824.3803616,177,30.533031463623047
1681715825.74853,178,58.18403625488281
1681715826.8135896,179,33.78632736206055
1681715827.856802,180,24.44182777404785
1681715828.8754601,181,35.56715393066406
1681715829.908424,182,33.97697448730469
1681715830.7270691,183,11.883129119873047
1681715831.86564,184,42.19809341430664
1681715833.1897938,185,55.90856170654297
1681715834.4055212,186,44.45721435546875
1681715835.6977143,187,58.22540283203125
1681715836.7748864,188,31.016921997070312
1681715837.9327064,189,53.35183334350586
1681715839.1918492,190,54.385353088378906
1681715840.2800393,191,45.56970977783203
1681715841.1444635,192,20.1187686920166
1681715842.1150975,193,23.976072311401367
1681715843.321377,194,58.694061279296875
1681715844.390599,195,43.456417083740234
1681715845.573531,196,44.41515350341797
1681715846.4627352,197,21.831308364868164
1681715847.4074917,198,14.356061935424805
1681715848.6927545,199,73.98920440673828
1681715849.839475,200,44.36208724975586
1681715850.9541483,201,40.44955825805664
1681715852.2108243,202,55.63679122924805
1681715853.5376964,203,70.82108306884766
1681715854.5541136,204,31.863977432250977
1681715855.5563533,205,29.08890724182129
